"ID","Date","BU Name","Line/ Location","Machine No","Problem Description","Risk Level","Photo","Recommendation / Action","Points Categories","Audit","Target ","Responsibility","Alternate Responsibility","Status ","Remarks ","If additional Mail CC Person ","After Photo","Attachments"
"110","06-05-2023","EPU","Process plant Audit","EITA0014","1.GSM Dialer not available for the machine
2.Guard is not available for leg  press","Rank A",,"Suggested to take corrective actions","Safety","EHS Patrol","08-05-2023","Stephen Paulraj D - EPU","Tikkaram.M - EPU","Closed","POINT NO: 2 COMPLETED","Senthil Murugan S - EPU","EITA0012 & EITA0014.jpg","0"
"111","06-05-2023","GRS","Process plant Audit","ITA0063","1.Panel door is damaged
2.Wiring layout is improper
3.Rotating parts are not guarded properly
4.Exhaust fan is not working
5.5S not followed in the machine","Rank A",,"Suggested to corrective actions","Safety","EHS Patrol","31-07-2023","Selvadurai - WED","Sasikumar.S - CSBU","Closed","1.Panel door is damaged - Lock provided 2.Wiring layout is improper - Routed  3.Rotating parts are not guarded properly - New guard provided 4.Exhaust fan is not working - corrected 5.5S not followed in the machine - Periodical cleaning done","Srinivasan.A.K - CSBU",,"1"
"112","06-05-2023","APU","Process plant Audit","ITA0070","1.Electrical wires are totally covered with varnish wet dust- Fire Hazard
2.Water Curtain is not effective
3.5 S need to be improved","Rank A",,"Suggested to take corrective actions","Safety","EHS Patrol","15-05-2023","Prasath.M - ABU","Karthik - ABU","Closed","Water curtain restored","Vallavathevan - ABU",,"1"
"113","06-05-2023","CMSPU","Process plant Audit","ITA0075","1.5S need to be improved
2.Cotton gloves are mixed with varnish, and both Hazardous and non hazardous waste are dumped together is same dustbin","Rank A",,"Suggested to take corrective actions","Safety","EHS Patrol","08-05-2023","Srinivasan.A.K - CSBU","Srinivasan.A.K - CSBU","Closed",,"Srinivasan.A.K - CSBU",,"0"
"114","06-05-2023","GRS","Process plant Audit","ITA0095","1.Co2 System is blocked- Unable to find, It is working or not
2.CO2 nozzle is not focusing the varnish area properly","Rank A","ITA0095.jpg","Suggested to take corrective actions","Safety","EHS Patrol","08-05-2023","Selvadurai - WED","Sasikumar.S - CSBU","Closed",,"Srinivasan.A.K - CSBU",,"0"
"115","06-05-2023","GRS","Process plant Audit","ITA0100","1. 5S need to be improved
2. New Almonard fan provided the machine, Mesh is not provide in the outside of the fan","Rank A",,"Suggested to take corrective actions","Safety","EHS Patrol","08-05-2023","Selvadurai - WED","Sasikumar.S - CSBU","Closed",,"Srinivasan.A.K - CSBU",,"0"
"116","05-05-2023","Process","heat treatment","ivx0110","oil spillage","Rank A","heat.jpg","need to be cleaned periodically","Fire","Fire Patrol","07-05-2023","Karuppaiah.M - Process","Ramasami.M - Process","Closed",,"Subbian.K - Intelligence Officer",,"1"
"117","05-05-2023","CMSPU","shaft line","IF010","OIL AND WATER MIXED IN THE FLOOR AND THE FLOOR IS VERY SLIPPERY","Rank B","cmspu.jpg","NEED TO BE CLEANED PERIODICALLY","Safety","Fire Patrol","07-05-2023","Ramesh.A - CMSBU",,"Closed",,"Subbian.K - Intelligence Officer",,"0"
"118","05-05-2023","GRS","SHAFT LINE","IG0060","USED COTTON WASTE ARE KEPT NEAR THE GRINDING MACHINE","Rank B","cotton.jpg","COTTON WASTE NEED TO CLEARED AND NOT BE KEPT NEAR THE GRINDING MACHINE","Fire","Fire Patrol","07-05-2023","Selvadurai - WED",,"Closed","Waste Cotton removed","Subbian.K - Intelligence Officer",,"0"
"119","05-05-2023","GRS","SHAFT LINE","IF0002","CARTON BOXES ARE DUMPED NEAR THE INDUCTION HARDENING","Rank B","cotton box if0002.jpg","NEED TO BE CLEARED","Fire","Fire Patrol","07-05-2023","Selvadurai - WED",,"Closed","cotton boxes removed. area Cleaned","Subbian.K - Intelligence Officer",,"0"
"120","09-05-2023","Prov Lab","Near Petrol Storage Area",,"Dry leaves accumulated near the petrol storage. ","Rank A","IMG-20230510-WA0004.jpeg","Need to clean dry leaves accumulation periodically to avoid fire hazard during summer season","Fire","Fire Patrol","10-05-2023","Environment - Ganesh.V","Mahesh Kanna.V - WED","Closed",,"Yuvaraj.M - EHS",,"1"
"121","09-05-2023","APU","IFT Packing Area",,"Extinguisher trolley was blocked by wooden pallets and carton boxes.","Rank A","IMG-20230509-WA0003.jpeg","Need to remove the blocked materials","Fire","Fire Patrol","10-05-2023","Vallavathevan - ABU","Saravanan.E - NPI","Closed","Cleared","Subbian.K - Intelligence Officer",,"0"
"122","09-05-2023","WED","Fabrication Shed / Near Gas Cutting area","Fabrication shed","Dry leaves accumulation and Proper 5S was not maintained around the Gas Cut Working Area.","Rank A","IMG-20230510-WA0009.jpg","Need to Maintain 5S","Fire","Fire Patrol","10-05-2023","Annadurai.M - MSE","Manivasagam - WED","Closed",,"Subbian.K - Intelligence Officer","IMG20230814131721.jpg","0"
"123","08-05-2023","WED","Fabrication Shed","Fabrication shed","Colour papers used for pooja were not removed on top ceiling. ","Rank A","IMG-20230510-WA0010.jpg","Need to remove the colour papers","Fire","Fire Patrol","10-05-2023","Annadurai.M - MSE","Manivasagam - WED","Closed",,"Subbian.K - Intelligence Officer","IMG-20230812-WA0002.jpg","0"
"124","10-05-2023","Store","Oil Store ","***","Oil Store Panel Indication Light Not Working.","Rank A","IMG20230510081017.jpg",,"Fire","Fire Patrol","15-05-2023","Jayachandra babu.D - WED",,"Closed",,"Subbian.K - Intelligence Officer",,"0"
"125","11-05-2023","EPU","Armature line","E-IT0183 Commutator brushing SPM","It was Observed that, Front guard is not sufficient for the machine, Flying parts may hit the eye","Rank A","IMG-20230510-WA0045.jpg","Please check EIT0040 and provide guard as same as the machine","Safety","EHS Patrol","13-05-2023","Stephen Paulraj D - EPU","Tikkaram.M - EPU","Closed","COMPLETED","Senthil Murugan S - EPU","eit0183.jpg","0"
"126","10-05-2023","GRS","Yoke line","IL0150","Oil cans are placed inside machines, and it is not closed too, land contamination problem observed","Rank B","il0150.jpg","Suggested to take corrective actions","Environment","EHS Patrol","13-05-2023","Selvadurai - WED","Sasikumar.S - CSBU","Closed","Unwanted Material removed from unused Conveyor Chute  on 10.05.2023 Completed","Rangadesikan.N - CSBU",,"0"
"127","10-05-2023","EPU","Armature line","EiEL0007","During the machine found in Off condition, Materials are placed inside the machine","Rank B","IMG-20230510-WA0040.jpg","Suggested to take corrective actions","Safety","EHS Patrol","13-05-2023","Senthil Murugan S - EPU","Tikkaram.M - EPU","Closed",,"Stephen Paulraj D - EPU","EIEL0007.jpg","0"
"128","10-05-2023","GRS","Yoke line","IT0751- Yoke Magnet Assembly","We all are aware that, photo guard is working only for front operation, There is a chance of accident if operator misplaced his hand during inside operation, Recently incident happened in EPU Dynamic balancing machine","Rank A","IMG-20230510-WA0043.jpg","Check dynamic balancing machine in EPU and provide front acrylic guard as required","Safety","EHS Patrol","31-07-2023","Selvadurai - WED","Sasikumar.S - CSBU","Closed","Photo Guard Coverage is adequate - Front Component loading & rear Operation","Rangadesikan.N - CSBU",,"0"
"129","13-05-2023","WED","Opposite to Fire Hydrant pump room","*******","Cement blocks are placed over the Electrical wire, It may lead to damage in wire insulation","Rank A","20230513_113259.jpg","Suggested to clear the cement block and provide proper cable tray","Safety","EHS Patrol","15-05-2023","Jagadeesan.A - WED","Prabu - WED","Closed","Cement block removed and Electrical pipe provided ","Ganesh.V - WED",,"0"
"130","13-05-2023","WED","Phosphating back side","*******","Electrical wire is hanging without proper cable tray the the walking way, There is chances of entanglement","Rank A","20230513_113400.jpg","Suggested to lay the wire properly with cable tray","Safety","EHS Patrol","15-05-2023","Jagadeesan.A - WED","Prabu - WED","Closed",,"Ganesh.V - WED",,"0"
"131","13-05-2023","WED","Opposite to East gate Deluge system","*******","Cement block in the floor is damaged and exposed outside, There is a chances of slip hazard","Rank A","IMG-20230516-WA0007.jpg","Suggest to level the block properly to avoid Slip hazard","Safety","EHS Patrol","15-05-2023","Environment - Ganesh.V","Mahesh Kanna.V - WED","Closed",,"Environment - Ganesh.V",,"1"
"132","13-05-2023","WED","Material In gate to Out gate gangway","*******","Water and Electrical pipe lines are exposed outside in the gangway, There is a chances of Slip hazard","Rank A","20230513_113614.jpg","Provide Enclosure for the water pipe line and cable tray for electrical pipe line","Safety","EHS Patrol","15-05-2023","Environment - Ganesh.V","Jagadeesan.A - WED","Closed",,"Ganesh.V - WED",,"1"
"133","13-05-2023","WED","Material in gate to out gate Gangway","*******","Electrical wires are laying outside the gangway without cable tray","Rank A","20230513_113646.jpg","Suggested to provide Cable tray or wiring layout to be changed","Safety","EHS Patrol","15-05-2023","Jagadeesan.A - WED","Prabu - WED","Closed","WATER LINE","Ganesh.V - WED",,"0"
"134","13-05-2023","WED","Material In gate Toilet","*******","Ladder doesn't have door and lock, At the same time, side rail is not available","Rank A","20230513_113800.jpg","Suggested to provide door lock and side rail","Safety","EHS Patrol","15-05-2023","Environment - Ganesh.V","Mahesh Kanna.V - WED","Closed",,"Environment - Ganesh.V",,"1"
"135","13-05-2023","WED","Lagoon Gangway","*******","Lagoon gangway floor is damaged and uneven","Rank A","20230513_114202.jpg","Suggested to take corrective action","Safety","EHS Patrol","15-05-2023","Environment - Ganesh.V","Mahesh Kanna.V - WED","Closed",,"Environment - Ganesh.V",,"1"
"136","13-05-2023","WED","Lagoon gangway","*******","Platform barricade is damaged, Grouting is not fixed properly","Rank A","20230513_114246.jpg","Suggested to grout the barricade properly","Safety","EHS Patrol","08-05-2023","Environment - Ganesh.V","Mahesh Kanna.V - WED","Closed",,"Environment - Ganesh.V",,"0"
"137","13-05-2023","WED","Value yard gangway","*******","Electrical wires are not have proper layout, laying improperly","Rank B","20230513_114624.jpg","Suggested to take corrective actions","Safety","EHS Patrol","15-05-2023","Jagadeesan.A - WED","Prabu - WED","Closed",,"Ganesh.V - WED",,"0"
"138","13-05-2023","WED","Proving lab back outside","*******","Electrical wires are laying without cable tray reached the road side, Already smoke incident happened","Rank A","20230513_114739.jpg","Suggested to lay the wires properly and provide cable tray","Safety","EHS Patrol","15-05-2023","Jagadeesan.A - WED","Prabu - WED","Closed","water hose FYI","Ganesh.V - WED",,"0"
"139","30-11-2023","WED","Proving lab small gate","*******-","Pipe lines are laying outside in the walk way, Chances of trip hazard, if some one crossed through the gate","Rank A","20230513_114950.jpg","Suggested to take corrective actions","Safety","EHS Patrol","30-11-2023","Environment - Ganesh.V","Mahesh Kanna.V - WED","Closed","Crossing baricade provided","Environment - Ganesh.V","proving lab.jpg","0"
"140","13-05-2023","APU","Core line near gangway","*******","MCB is Supported with the Aluminum stand, which is not grouted properly, Forklift might hit the stand","Rank B","20230513_140923.jpg","Suggested to place the stand at proper place","Safety","EHS Patrol","15-05-2023","Manivasagam - WED","Karthik - ABU","Closed","Corrected","Prasath.M - ABU",,"0"
"141","13-05-2023","GRS","Armature line Gangway","*******/ Emergency Eye washer","Emergency eye washer is damaged and pipe is not available","Rank A","IMG-20230519-WA0009 eye shower new.jpg","Suggested to take immediate action","Safety","EHS Patrol","15-05-2023","Environment - Ganesh.V","Environment - Ganesh.V","Closed","2 Way eye shower Brocken one replaced","Environment - Ganesh.V",,"0"
"142","13-05-2023","APU","Core line","Paint plant","While replacing or mixing the paint, It was Observed that, Spillage is happening and no Secondary containment is available","Rank B","20230513_141236.jpg","Suggested top provide Secondary containment","Environment","EHS Patrol","15-05-2023","Prasath.M - ABU","Karthik - ABU","Closed",,"Vallavathevan - ABU",,"0"
"143","13-05-2023","WED","APU/Claw Gangway","********","Please find the attached image, Drain slab is damaged in some interval, If someone stand or walk over the slap, It will defenitely get damaged and person will fall into the drain","Rank A","20230513_150245.jpg","Suggested top take immediate actions","Safety","EHS Patrol","15-05-2023","Ajith Kumar.M - WED","Mahesh Kanna.V - WED","Closed","Damaged Drain slab is replaced ","Environment - Ganesh.V","IMG-20231124-WA0007.jpg","0"
"144","15-05-2023","WED","STP Area","*******","STP tank Barrication, is rusted badly and damaged","Rank B","20230515_130030.jpg","Suggested to replace the barrication","Safety","EHS Patrol","17-05-2023","Environment - Ganesh.V","Mahesh Kanna.V - WED","Closed",,"Environment - Ganesh.V",,"0"
"145","15-05-2023","WED","ESD/Wiper Wall","*******","Crack has been developed in the wall since 3 months","Rank B","20230515_125550.jpg","Suggested to take corrective actions","Safety","EHS Patrol","17-05-2023","Ajith Kumar.M - WED","Mahesh Kanna.V - WED","Closed","plastering work done ","Environment - Ganesh.V","Reserved_ImageAttachment_[10]_[AfterPhoto][19]_[IMG_20240229_081746][1]_[3].jpg","1"
"146","15-05-2023","WED","ETP Surroundings","*******","Near ETP Permeate Storage tank, Water leakage is observed, as well as Electrical wirings are laying over the water, ","Rank A","20230515_130049.jpg","Suggest to provide cable tray ","Safety","EHS Patrol","17-05-2023","Environment - Ganesh.V","Mahesh Kanna.V - WED","Closed","Water leakage arrested","Environment - Ganesh.V",,"0"
"147","15-05-2023","WED","ETP RO Permeate tank","ETP RO Permeate tank","Please find the image, Structure and Stability of Over head tank is so weak, found rusted","Rank A","20230515_130130.jpg","Suggested to take corrective points.  As discussed paint the structure ","Safety","EHS Patrol","09-12-2023","Ajith Kumar.M - WED","Mahesh Kanna.V - WED","Closed","Platform replaced with aluminium chequred plate  and support replaced by new ISMB and all structures are painted with epoxy material for protect from rust ","Environment - Ganesh.V","Reserved_ImageAttachment_[10]_[AfterPhoto][19]_[IMG-20240430-WA0002][1]_[6].jpg","1"
"148","09-01-2025","WED","ETP Surroundings","*******","Pipe tray is totally rusted and damaged, It looks, may fall at any time","Rank B","20230515_130234.jpg","Suggested to provide the new tray","Safety","EHS Patrol","31-01-2024","Bharath.P - Environment","Mahesh Kanna.V - WED","Open",,"Environment - Ganesh.V",,"0"
"149","16-05-2023","GRS","grs yoke line","IT0795Yoke Line Proof Load Checking Machine","carton boxes and plastics covers accumulated inside the wooden pallets. This may cause fire hazard","Rank A","it0795.jpg","carton boxes and plastics covers accumulated inside the wooden pallet and the same is kept away from the control Panel. Periodical Cleaning done by C.WED Civil department","Fire","Fire Patrol","17-05-2023","Rangadesikan.N - CSBU",,"Closed",,"Subbian.K - Intelligence Officer",,"0"
"150","17-05-2023","APU","Box Packing area gangway","*******","Manual call point is blocked with wooden pallets, In case emergency, It is not easily reachable","Rank A","20230517_113754.jpg","Suggest to place the wooden materials away from gangway","Safety","EHS Patrol","18-05-2023","Vallavathevan - ABU","Jayachandra babu.D - WED","Closed","Cleared","Vallavathevan - ABU",,"0"
